X.sales,cdate,fee1,fee2,fi1,fi2,fi3,fi4,fi5,fi6,fi7,FT0000,FT0001,FT0002,FT0003,FT0004,FT0005,FT0006,FT0007,FT0008,FT0009
1.0,18214.74972403816,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009091,0.009091,0.009091,0.009091,0.009091,0.190906,0.009091,0.009091,0.736365,0.009093
1.0,18415.047983721317,1000.0,1250.0,15.0,15.0,193.675556,0.0,170.684444,163.626667,185.391111,0.492332,0.003572,0.003572,0.003573,0.423873,0.058789,0.003572,0.003573,0.003572,0.003572
5.0,18837.949480164098,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016669,0.016667,0.516639,0.35,0.016667,0.016667,0.016668,0.016671,0.016667,0.016685
1.0,18024.916392158033,0.0,250.0,10.0,15.0,87.735,0.0,38.366667,33.88,23.693333,0.002041,0.002041,0.002041,0.027976,0.002041,0.002041,0.002041,0.002041,0.002041,0.955696
2.0,18741.514163835127,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011115,0.011112,0.011113,0.18004,0.011112,0.011112,0.011114,0.011114,0.011111,0.731056
1.0,18012.925800391353,300.0,550.0,15.0,15.0,148.986667,1.0,79.928889,105.951111,166.186667,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05
1.0,18278.37077152999,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002174,0.002174,0.002174,0.320254,0.002174,0.002174,0.662353,0.002174,0.002174,0.002174
1.0,18278.37077152999,750.0,1000.0,15.0,15.0,91.395556,0.0,64.417778,114.471111,95.297778,0.002084,0.002084,0.002084,0.183755,0.002084,0.002083,0.447756,0.353904,0.002084,0.002084
2.0,18024.916392158033,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002041,0.002041,0.002041,0.027976,0.002041,0.002041,0.002041,0.002041,0.002041,0.955697
5.0,18027.19416748293,250.0,500.0,14.0,15.0,172.590476,30.0,202.771429,46.671429,186.7,0.001667,0.001667,0.984998,0.001667,0.001667,0.001667,0.001667,0.001667,0.001667,0.001667
38.0,18214.74972403816,0.0,250.0,15.0,15.0,50.618889,0.0,58.435556,52.328889,34.4,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05
1.0,18213.12618114868,0.0,250.0,15.0,15.0,144.373333,11.0,108.284444,112.973333,101.235556,0.005883,0.820778,0.132157,0.005886,0.005883,0.005883,0.005884,0.005883,0.005882,0.005883
1.0,18531.72837221235,0.0,250.0,10.0,15.0,112.595,12.0,88.713333,81.733333,37.96,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05
2.0,18012.925720918505,0.0,250.0,15.0,15.0,79.83,0.0,81.835556,90.875556,24.2,0.007143,0.007143,0.007143,0.007144,0.007143,0.007143,0.007144,0.007143,0.935709,0.007143
2.0,18012.925813531783,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003572,0.003572,0.003572,0.967856,0.003572,0.003572,0.003572,0.003572,0.003572,0.003572
1.0,18012.925813531783,750.0,1000.0,15.0,15.0,80.471111,0.0,95.022222,108.342222,42.2,0.003031,0.003031,0.003031,0.939117,0.003031,0.00303,0.00303,0.003031,0.00303,0.036637
1.0,18012.925813531783,750.0,1000.0,15.0,15.0,68.356667,0.0,92.066667,83.933333,57.293333,0.00303,0.00303,0.00303,0.937984,0.00303,0.003031,0.037772,0.00303,0.00303,0.00303
1.0,18012.925941309222,750.0,1000.0,15.0,15.0,117.547778,0.0,138.586667,116.462222,102.684444,0.003572,0.003572,0.003572,0.003572,0.003572,0.830511,0.003572,0.003572,0.003572,0.140916
2.0,18039.456433859883,350.0,600.0,10.0,15.0,127.105,21.0,90.84,103.593333,73.28,0.003449,0.003449,0.003449,0.003449,0.00345,0.003449,0.003449,0.003449,0.968959,0.003449
1.0,18012.925810142464,250.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002703,0.002703,0.17655,0.002703,0.002703,0.002703,0.002703,0.002703,0.002703,0.801824
1.0,18072.161394773,0.0,250.0,11.0,15.0,225.834848,75.0,204.6,203.957576,239.781818,0.001923,0.001923,0.001923,0.001923,0.001923,0.001923,0.982691,0.001923,0.001923,0.001923
1.0,18193.65941693156,199.0,399.0,15.0,15.0,103.324444,2.0,85.888889,128.671111,95.413333,0.261662,0.003227,0.003226,0.003226,0.003226,0.003227,0.063421,0.003226,0.227697,0.427861
4.0,18012.925813531783,750.0,1000.0,21.0,15.0,82.515344,1.0,80.196825,83.339683,84.009524,0.003125,0.003125,0.003125,0.971874,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125
1.0,18012.925800391353,300.0,550.0,15.0,15.0,92.03,0.0,104.826667,102.626667,91.062222,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05
1.0,18899.076164831644,500.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004002,0.004002,0.004001,0.004,0.004001,0.004,0.004001,0.004002,0.472434,0.495557
2.0,18635.82842948528,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000617,0.000617,0.000617,0.0609,0.876716,0.000617,0.058062,0.000617,0.000617,0.000618
2.0,18278.37077152999,750.0,1000.0,15.0,15.0,156.288889,0.0,130.275556,179.195556,227.417778,0.002128,0.002128,0.002128,0.304146,0.002128,0.002128,0.678832,0.002128,0.002128,0.002128
2.0,18012.92581321874,1250.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.460664,0.007145,0.007144,0.007147,0.007144,0.007143,0.007147,0.263788,0.007143,0.225536
74.0,18034.032852947385,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014286,0.014288,0.014286,0.110493,0.518617,0.014287,0.014286,0.014287,0.270885,0.014286
2.0,18012.925813531783,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003704,0.003704,0.003704,0.966665,0.003704,0.003704,0.003704,0.003704,0.003704,0.003704
3.0,18012.925720918505,0.0,250.0,10.0,15.0,127.133333,21.0,90.9,103.66,73.353333,0.006251,0.943745,0.00625,0.00625,0.006251,0.00625,0.006251,0.006251,0.006251,0.00625
24.0,18536.808501615993,250.0,500.0,15.0,15.0,45.462222,0.0,49.626667,51.88,55.88,0.622245,0.025005,0.025008,0.025,0.025008,0.025,0.177719,0.025005,0.025,0.025009
1.0,18012.92572611019,500.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003031,0.918286,0.003031,0.003031,0.003031,0.003031,0.003031,0.003031,0.003031,0.057465
1.0,18012.925800391353,300.0,550.0,15.0,15.0,92.03,0.0,104.826667,102.626667,91.062222,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05
1.0,18012.925941309222,750.0,1000.0,15.0,15.0,140.711111,0.0,80.537778,183.853333,157.742222,0.003334,0.003334,0.003334,0.003334,0.003333,0.969997,0.003334,0.003334,0.003333,0.003334
2.0,18213.12618114868,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.73259,0.227409,0.005,0.005,0.005,0.005,0.005,0.005,0.005
2.0,18278.37077152999,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002174,0.002174,0.002174,0.31399,0.002174,0.002174,0.668617,0.002174,0.002174,0.002174
3.0,18012.925813531783,750.0,1000.0,15.0,15.0,50.113333,0.0,63.062222,53.92,49.577778,0.003572,0.003572,0.003572,0.967856,0.003572,0.003572,0.003572,0.003572,0.003572,0.003572
2.0,18012.925813531783,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003704,0.003704,0.003704,0.966665,0.003704,0.003704,0.003704,0.003704,0.003704,0.003704
1.0,18531.72837221235,0.0,250.0,15.0,15.0,118.386667,0.0,149.2,124.955556,134.604444,0.012501,0.0125,0.887494,0.012501,0.0125,0.012501,0.012501,0.012501,0.0125,0.012501
1.0,18012.925941309222,750.0,1000.0,21.0,15.0,84.564021,0.0,93.539683,84.857143,75.295238,0.003226,0.003226,0.003226,0.003226,0.003226,0.850578,0.003226,0.003226,0.003226,0.123614
1.0,18133.267971688623,0.0,250.0,15.0,15.0,234.203333,66.0,202.568889,234.262222,244.982222,0.011114,0.011112,0.011113,0.011112,0.011114,0.011111,0.011113,0.778361,0.011111,0.13274
1.0,18772.740182183636,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.812645,0.120678,0.008335,0.008334,0.008335,0.008334,0.008335,0.008336,0.008334,0.008334
1.0,18855.820499940164,250.0,500.0,15.0,15.0,106.173333,0.0,84.328889,93.671111,156.6,0.89094,0.00101,0.00101,0.00101,0.00101,0.00101,0.00101,0.100977,0.00101,0.00101
2.0,18012.925813531783,750.0,1000.0,15.0,15.0,241.452222,0.0,240.906667,236.48,233.422222,0.003125,0.003125,0.003125,0.971874,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125
2.0,18889.45972378662,400.0,650.0,22.0,15.0,181.408081,1.0,220.951515,196.218182,127.054545,0.002501,0.121076,0.002501,0.002501,0.002501,0.0025,0.163845,0.697574,0.002501,0.0025
1.0,18618.140565561214,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007694,0.007694,0.007693,0.007694,0.007694,0.007693,0.007693,0.007694,0.930754,0.007697
1.0,18012.9259423736,250.0,500.0,21.0,15.0,121.477778,0.0,115.638095,102.863492,98.073016,0.014286,0.014286,0.014286,0.014286,0.014286,0.014286,0.014286,0.014286,0.871428,0.014286
2.0,18012.925813531783,750.0,1000.0,15.0,15.0,149.903333,12.0,107.551111,164.982222,72.08,0.003572,0.003572,0.003572,0.967856,0.003572,0.003572,0.003572,0.003572,0.003572,0.003572
2.0,18642.907837686387,300.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001563,0.001563,0.001563,0.001563,0.122738,0.001563,0.450896,0.198319,0.001563,0.218671
4.0,18820.84796025816,500.0,750.0,19.0,15.0,210.108772,22.0,208.821053,200.666667,175.947368,0.002942,0.002942,0.002942,0.002941,0.002942,0.002942,0.973524,0.002942,0.002942,0.002941
1.0,18012.925813531783,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003125,0.003125,0.003125,0.971873,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125
1.0,18012.925800391353,300.0,550.0,15.0,15.0,137.56,27.0,78.693333,93.04,131.862222,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05
2.0,18012.925813531783,750.0,1000.0,15.0,15.0,83.15,0.0,87.786667,52.546667,81.755556,0.002941,0.002941,0.002941,0.973528,0.002941,0.002941,0.002941,0.002941,0.002941,0.002941
74.0,18039.456433859883,350.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001282,0.001282,0.001282,0.001282,0.988459,0.001282,0.001282,0.001282,0.001283,0.001282
1.0,18012.925943225175,250.0,500.0,15.0,15.0,130.683333,0.0,4.297778,161.786667,101.648889,0.989154,0.001205,0.001205,0.001205,0.001205,0.001205,0.001205,0.001205,0.001205,0.001205
1.0,18012.92593901544,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05
1.0,18682.676647321816,750.0,1000.0,20.0,15.0,124.1175,0.0,59.563333,166.42,142.813333,0.012501,0.012501,0.012502,0.012501,0.012502,0.0125,0.012502,0.88749,0.0125,0.012501
1.0,18012.925813531783,750.0,1000.0,14.0,15.0,164.384524,31.0,217.87619,127.952381,56.890476,0.00303,0.00303,0.00303,0.972726,0.00303,0.00303,0.00303,0.00303,0.00303,0.00303
2.0,18234.4572809017,500.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001852,0.001852,0.001852,0.001852,0.001852,0.001852,0.983332,0.001852,0.001852,0.001852
2.0,18715.172546882244,1000.0,1250.0,19.0,15.0,167.083333,30.0,116.319298,148.010526,149.003509,0.979065,0.002326,0.002326,0.002326,0.002326,0.002326,0.002326,0.002326,0.002326,0.002326
2.0,18012.925813531783,750.0,1000.0,15.0,15.0,154.872222,0.0,158.866667,159.84,168.848889,0.003125,0.003125,0.003125,0.971874,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125
1.0,18012.9258019558,1000.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002174,0.002174,0.002174,0.002174,0.247025,0.002174,0.61577,0.121986,0.002174,0.002174
76.0,18500.294252230615,600.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025004,0.025,0.025004,0.025004,0.025003,0.025002,0.025002,0.774975,0.025004,0.025002
2.0,18012.925813531783,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003704,0.003704,0.003704,0.966665,0.003704,0.003704,0.003704,0.003704,0.003704,0.003704
2.0,18683.705908163472,0.0,250.0,15.0,15.0,130.402222,0.0,154.568889,142.448889,139.311111,0.025005,0.025001,0.025003,0.025,0.025008,0.025,0.025004,0.774976,0.025001,0.025002
3.0,18715.172546882244,1000.0,1250.0,15.0,15.0,116.838889,0.0,122.44,109.48,93.951111,0.979065,0.002326,0.002326,0.002326,0.002326,0.002326,0.002326,0.002326,0.002326,0.002326
1.0,18727.6819174266,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014287,0.014288,0.014286,0.014286,0.014287,0.014286,0.014287,0.871421,0.014287,0.014286
2.0,18012.925800391353,300.0,550.0,15.0,15.0,218.454444,0.0,209.88,211.382222,197.555556,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05
2.0,18826.600306542823,500.0,750.0,15.0,15.0,126.94,9.0,115.288889,70.991111,66.48,0.747765,0.009093,0.009093,0.009094,0.009093,0.179491,0.009094,0.009094,0.009092,0.009092
1.0,18012.925810142464,250.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003031,0.003031,0.003031,0.003031,0.003031,0.003031,0.003031,0.003031,0.003031,0.972723
1.0,18012.92596812265,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.966657,0.003704,0.003705,0.003706,0.003704,0.003705,0.003705,0.003705,0.003705,0.003704
1.0,18012.925943225175,250.0,500.0,15.0,15.0,140.445926,0.0,131.417778,165.017778,124.902222,0.003449,0.968959,0.003449,0.003449,0.003449,0.003449,0.003449,0.003449,0.003449,0.003449
1.0,18305.192580210023,500.0,750.0,15.0,15.0,41.807778,0.0,63.524444,45.4,36.862222,0.785312,0.000419,0.000419,0.000418,0.000419,0.000418,0.000419,0.21134,0.000418,0.000418
2.0,18012.925943225175,250.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002778,0.974995,0.002778,0.002779,0.002778,0.002778,0.002778,0.002778,0.002778,0.002779
1.0,18012.92577284682,1000.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336711,0.007693,0.007693,0.007694,0.537656,0.007693,0.007693,0.07178,0.007694,0.007694
1.0,18739.13778751207,300.0,550.0,11.0,15.0,79.706061,0.0,107.612121,81.478788,80.012121,0.183331,0.016667,0.016667,0.016667,0.683336,0.016667,0.016667,0.016667,0.016667,0.016667
2.0,18767.877377777626,300.0,550.0,15.0,15.0,154.057778,19.0,66.608889,131.528889,163.093333,0.009092,0.009091,0.009092,0.009094,0.009092,0.009091,0.009093,0.699281,0.227983,0.009091
4.0,18012.925720918505,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007143,0.007143,0.007143,0.007144,0.007143,0.007143,0.007144,0.007143,0.935709,0.007143
2.0,18039.456433859883,350.0,600.0,15.0,15.0,204.265556,85.0,197.968889,223.897778,140.195556,0.003031,0.00303,0.003031,0.003031,0.003031,0.003031,0.003031,0.261813,0.003031,0.713941
2.0,18012.925813531783,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003572,0.003572,0.003572,0.967856,0.003572,0.003572,0.003572,0.003572,0.003572,0.003572
2.0,18012.925943225175,250.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001299,0.001299,0.001299,0.001299,0.001299,0.001299,0.001299,0.001299,0.001299,0.988309
1.0,18012.925943225175,250.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.774958,0.02501,0.025005,0.025,0.025005,0.025,0.025,0.025,0.025021,0.025001
2.0,18012.925813531783,750.0,1000.0,15.0,15.0,83.794444,0.0,70.626667,90.457778,66.142222,0.003704,0.003704,0.003704,0.966665,0.003704,0.003704,0.003704,0.003704,0.003704,0.003704
1.0,18012.925941309222,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003334,0.003334,0.003334,0.003334,0.003334,0.887429,0.003335,0.003334,0.003334,0.085898
1.0,18012.925813531783,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003704,0.003704,0.003704,0.966665,0.003704,0.003704,0.003704,0.003704,0.003704,0.003704
2.0,18012.925800391353,300.0,550.0,12.0,15.0,51.618056,0.0,80.844444,53.011111,24.927778,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05
1.0,18072.161394773,0.0,250.0,15.0,15.0,127.197778,0.0,14.484444,145.608889,93.697778,0.001923,0.001923,0.001923,0.001923,0.001923,0.001923,0.982691,0.001923,0.001923,0.001923
1.0,18199.137934254166,750.0,1000.0,21.0,17.0,67.97409,0.0,7.229692,3.501401,6.165266,0.005556,0.005556,0.005556,0.061752,0.005556,0.005556,0.116807,0.782548,0.005556,0.005557
1.0,18661.17915448719,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004349,0.004349,0.485017,0.004351,0.004349,0.004348,0.00435,0.480189,0.004349,0.00435
2.0,18214.74972403816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.025,0.025,0.025009,0.025,0.025,0.274991,0.025,0.525,0.025
3.0,18894.980730188716,250.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002041,0.002041,0.002041,0.002041,0.002041,0.043384,0.940285,0.002041,0.002041,0.002042
1.0,18012.925800391353,300.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05
1.0,18299.953164171504,250.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007143,0.007143,0.007143,0.007143,0.007143,0.935712,0.007143,0.007143,0.007143,0.007143
2.0,18012.925813531783,750.0,1000.0,15.0,15.0,113.767407,0.0,147.524444,150.644444,43.133333,0.003572,0.003572,0.003572,0.967856,0.003572,0.003572,0.003572,0.003572,0.003572,0.003572
5.0,18012.925813531783,750.0,1000.0,10.0,15.0,133.966667,15.0,125.32,119.186667,50.733333,0.003572,0.003572,0.003572,0.882673,0.003572,0.003572,0.003572,0.088754,0.003572,0.003572
1.0,18214.74972403816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.025,0.025,0.274995,0.025,0.025,0.025,0.025,0.525005,0.025
122.0,18110.986915957546,250.0,500.0,15.0,15.0,74.544444,0.0,13.635556,10.791111,18.751111,0.317574,0.001755,0.096842,0.101323,0.001755,0.001755,0.001755,0.001755,0.172602,0.302885
1.0,18012.92595897631,250.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020001,0.02,0.02,0.020008,0.02,0.02,0.020001,0.02,0.81999,0.02
1.0,18012.925813531783,750.0,1000.0,15.0,15.0,145.613333,2.0,97.64,176.697778,162.502222,0.003572,0.003572,0.003572,0.967856,0.003572,0.003572,0.003572,0.003572,0.003572,0.003572
4.0,18012.925813531783,750.0,1000.0,15.0,15.0,107.313333,0.0,63.191111,59.355556,51.706667,0.003031,0.003034,0.003031,0.972722,0.00303,0.00303,0.003031,0.003031,0.00303,0.00303
3.0,18593.665710255023,750.0,1000.0,15.0,15.0,94.478519,0.0,76.493333,116.546667,90.395556,0.274352,0.694869,0.003847,0.003848,0.003847,0.003847,0.003848,0.003847,0.003847,0.003847
1.0,18012.925813531783,750.0,1000.0,15.0,15.0,42.743333,0.0,55.453333,40.968889,23.973333,0.003572,0.003572,0.003572,0.967856,0.003572,0.003572,0.003572,0.003572,0.003572,0.003572
1.0,18012.925941309222,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003449,0.003448,0.003448,0.003449,0.003448,0.968964,0.003448,0.003448,0.003448,0.003449
1.0,18213.12618114868,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003031,0.84454,0.131214,0.003031,0.00303,0.00303,0.00303,0.00303,0.003031,0.003031
1.0,18012.925813531783,750.0,1000.0,21.0,15.0,112.077249,0.0,128.24127,128.409524,79.580952,0.003448,0.003448,0.003449,0.968963,0.003448,0.003448,0.003448,0.003448,0.003448,0.003449
2.0,18012.925813531783,750.0,1000.0,15.0,15.0,79.83,0.0,81.835556,90.875556,24.2,0.003226,0.003226,0.003226,0.935382,0.003226,0.003226,0.003226,0.003227,0.038809,0.003226
2.0,18214.74972403816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.274998,0.525002,0.025
3.0,18012.925813531783,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003572,0.003572,0.003572,0.967856,0.003572,0.003572,0.003572,0.003572,0.003572,0.003572
1.0,18012.925813531783,750.0,1000.0,26.0,15.0,94.301282,0.0,106.238462,85.648718,74.848718,0.003572,0.003572,0.003572,0.967856,0.003572,0.003572,0.003572,0.003572,0.003572,0.003572
3.0,18012.925813531783,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003572,0.003572,0.003572,0.967856,0.003572,0.003572,0.003572,0.003572,0.003572,0.003572
4.0,18012.925813531783,750.0,1000.0,20.0,15.0,134.520833,0.0,127.103333,108.47,131.693333,0.003572,0.003572,0.003572,0.967856,0.003572,0.003572,0.003572,0.003572,0.003572,0.003572
1.0,18072.161394773,0.0,250.0,15.0,15.0,133.368889,1.0,52.804444,105.586667,131.062222,0.011113,0.603124,0.011112,0.011112,0.011112,0.011112,0.307975,0.011113,0.011114,0.011113
1.0,18012.925941309222,0.0,0.0,10.0,15.0,118.215,19.0,78.286667,72.106667,67.466667,0.003226,0.003227,0.003226,0.003226,0.003226,0.896222,0.003226,0.077967,0.003226,0.003227
1.0,18682.676647321816,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50347,0.002858,0.002858,0.002857,0.002858,0.002858,0.190025,0.217612,0.002857,0.071747
