X.sales,cdate,fee1,fee2,fi1,fi2,fi3,fi4,fi5,fi6,fi7,FT0000,FT0001,FT0002,FT0003,FT0004,FT0005,FT0006,FT0007,FT0008,FT0009
1.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003572,0.003572,0.003572,0.003572,0.003572,0.003572,0.003572,0.967855,0.003572,0.003572
2.0,18012.0,750.0,1000.0,15.0,15.0,45.734444,0.0,67.351111,29.52,21.071111,0.003226,0.003226,0.003226,0.003226,0.003226,0.003226,0.003226,0.970966,0.003226,0.003226
1.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003125,0.003125,0.003126,0.003125,0.003125,0.003125,0.003125,0.971873,0.003125,0.003125
1.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003334,0.003334,0.003334,0.003334,0.003333,0.003333,0.003333,0.969998,0.003333,0.003334
3.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003846,0.003846,0.003847,0.003846,0.003846,0.003846,0.003846,0.965382,0.003846,0.003846
8.0,18786.0,500.0,750.0,15.0,15.0,152.38,0.0,54.333333,171.96,128.293333,0.002273,0.60756,0.002273,0.002273,0.002273,0.002273,0.002273,0.251041,0.125487,0.002274
2.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003704,0.003704,0.003704,0.003704,0.003704,0.003704,0.003704,0.966665,0.003704,0.003704
2.0,18012.0,750.0,1000.0,15.0,15.0,45.462222,0.0,49.626667,51.88,55.88,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125,0.971873,0.003125,0.003125
3.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004167,0.004167,0.004167,0.004167,0.004167,0.004167,0.004167,0.004167,0.004167,0.962497
1.0,18214.0,250.0,250.0,15.0,15.0,147.82,0.0,115.471111,61.324444,159.484444,0.01,0.01,0.01,0.01,0.010002,0.01,0.01,0.01,0.909997,0.01
5.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002941,0.002941,0.002942,0.002941,0.002941,0.002941,0.002941,0.973528,0.002941,0.002941
1.0,18012.0,0.0,250.0,11.0,15.0,63.372727,0.0,74.612121,93.745455,35.078788,0.00625,0.006251,0.00625,0.006251,0.006251,0.006251,0.943745,0.00625,0.00625,0.00625
4.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003226,0.003226,0.003226,0.003226,0.003226,0.003226,0.003226,0.970966,0.003226,0.003226
4.0,18835.0,400.0,650.0,15.0,15.0,193.675556,0.0,170.684444,163.626667,185.391111,0.007143,0.007144,0.167316,0.775534,0.007144,0.007143,0.007143,0.007144,0.007144,0.007144
3.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003704,0.003704,0.003704,0.003704,0.003704,0.003704,0.003704,0.966665,0.003704,0.003704
1.0,18073.0,500.0,750.0,10.0,15.0,87.735,0.0,38.366667,33.88,23.693333,0.004349,0.880582,0.004348,0.004348,0.004348,0.004348,0.004348,0.004348,0.084632,0.004349
1.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003704,0.003704,0.003704,0.003704,0.003704,0.003704,0.003704,0.966665,0.003704,0.003704
2.0,18012.0,250.0,500.0,15.0,15.0,148.986667,1.0,79.928889,105.951111,166.186667,0.004,0.963994,0.004,0.004001,0.004,0.004001,0.004002,0.004,0.004001,0.004
1.0,18012.0,300.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05
3.0,18234.0,500.0,750.0,15.0,15.0,91.395556,0.0,64.417778,114.471111,95.297778,0.001852,0.001852,0.001852,0.983332,0.001852,0.001852,0.001852,0.001852,0.001852,0.001852
2.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003846,0.003846,0.003847,0.003846,0.003846,0.003846,0.003846,0.965382,0.003846,0.003846
1.0,18024.0,0.0,250.0,14.0,15.0,172.590476,30.0,202.771429,46.671429,186.7,0.002083,0.002084,0.002083,0.002084,0.002083,0.981248,0.002084,0.002083,0.002084,0.002084
2.0,18012.0,750.0,1000.0,15.0,15.0,50.618889,0.0,58.435556,52.328889,34.4,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125,0.971873,0.003125,0.003125
2.0,18262.0,0.0,250.0,15.0,15.0,144.373333,11.0,108.284444,112.973333,101.235556,0.006669,0.831268,0.006668,0.006668,0.115386,0.006669,0.006668,0.006668,0.006668,0.006668
1.0,18406.0,300.0,550.0,10.0,15.0,112.595,12.0,88.713333,81.733333,37.96,0.774988,0.025003,0.025001,0.025002,0.025001,0.025,0.025001,0.025002,0.025002,0.025
2.0,18012.0,750.0,1000.0,15.0,15.0,79.83,0.0,81.835556,90.875556,24.2,0.003226,0.003226,0.003226,0.003226,0.003226,0.003226,0.003226,0.970966,0.003226,0.003226
1.0,18012.0,300.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05
3.0,18012.0,750.0,1000.0,15.0,15.0,80.471111,0.0,95.022222,108.342222,42.2,0.003125,0.003125,0.003126,0.003125,0.003125,0.003125,0.003125,0.971873,0.003125,0.003125
3.0,18012.0,750.0,1000.0,15.0,15.0,68.356667,0.0,92.066667,83.933333,57.293333,0.003031,0.003031,0.003031,0.00303,0.00303,0.00303,0.00303,0.972725,0.00303,0.00303
2.0,18012.0,750.0,1000.0,15.0,15.0,117.547778,0.0,138.586667,116.462222,102.684444,0.003334,0.003334,0.003334,0.003334,0.003333,0.003333,0.003333,0.969998,0.003333,0.003334
1.0,18406.0,300.0,550.0,10.0,15.0,127.105,21.0,90.84,103.593333,73.28,0.774988,0.025003,0.025001,0.025002,0.025001,0.025,0.025001,0.025002,0.025002,0.025
1.0,18012.0,250.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.819996,0.02,0.020001,0.020001,0.02,0.02,0.020002,0.02,0.02,0.02
1.0,18262.0,0.0,250.0,11.0,15.0,225.834848,75.0,204.6,203.957576,239.781818,0.025,0.774971,0.025009,0.025004,0.025006,0.025003,0.025002,0.025,0.025005,0.025
3.0,18234.0,500.0,750.0,15.0,15.0,103.324444,2.0,85.888889,128.671111,95.413333,0.001852,0.001852,0.001852,0.983332,0.001852,0.001852,0.001852,0.001852,0.001852,0.001852
5.0,18655.0,250.0,500.0,21.0,15.0,82.515344,1.0,80.196825,83.339683,84.009524,0.002273,0.002273,0.002273,0.979544,0.002273,0.002273,0.002273,0.002273,0.002273,0.002273
2.0,18012.0,750.0,1000.0,15.0,15.0,92.03,0.0,104.826667,102.626667,91.062222,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125,0.971873,0.003125,0.003125
1.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003125,0.003125,0.003126,0.003125,0.003125,0.003125,0.003125,0.971873,0.003125,0.003125
1.0,18012.0,250.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.819996,0.02,0.020001,0.020001,0.02,0.02,0.020002,0.02,0.02,0.02
1.0,18012.0,750.0,1000.0,15.0,15.0,156.288889,0.0,130.275556,179.195556,227.417778,0.003126,0.003126,0.003125,0.003125,0.003125,0.003125,0.003125,0.97187,0.003126,0.003125
2.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003846,0.003846,0.003847,0.003846,0.003846,0.003846,0.003846,0.965382,0.003846,0.003846
2.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004167,0.004167,0.004167,0.004167,0.004167,0.004167,0.004167,0.004168,0.004167,0.962497
3.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003704,0.003704,0.003704,0.003704,0.003704,0.003704,0.003704,0.966665,0.003704,0.003704
1.0,18406.0,300.0,550.0,10.0,15.0,127.133333,21.0,90.9,103.66,73.353333,0.774988,0.025003,0.025001,0.025002,0.025001,0.025,0.025001,0.025002,0.025002,0.025
1.0,18012.0,750.0,1000.0,15.0,15.0,45.462222,0.0,49.626667,51.88,55.88,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125,0.971873,0.003125,0.003125
3.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003846,0.003846,0.003847,0.003846,0.003846,0.003846,0.003846,0.965382,0.003846,0.003846
1.0,18012.0,750.0,1000.0,15.0,15.0,92.03,0.0,104.826667,102.626667,91.062222,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125,0.971873,0.003125,0.003125
4.0,18012.0,300.0,550.0,15.0,15.0,140.711111,0.0,80.537778,183.853333,157.742222,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05
3.0,18593.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002382,0.978569,0.002381,0.002381,0.002381,0.002381,0.002381,0.002381,0.002381,0.002381
2.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003846,0.003846,0.003847,0.003846,0.003846,0.003846,0.003846,0.965382,0.003846,0.003846
1.0,18012.0,750.0,1000.0,15.0,15.0,50.113333,0.0,63.062222,53.92,49.577778,0.003031,0.003031,0.003031,0.00303,0.00303,0.00303,0.00303,0.939329,0.036427,0.00303
1.0,18012.0,300.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05
1.0,18012.0,0.0,250.0,15.0,15.0,118.386667,0.0,149.2,124.955556,134.604444,0.005885,0.005884,0.005884,0.248142,0.005883,0.195866,0.005885,0.005884,0.514804,0.005883
2.0,18655.0,250.0,500.0,21.0,15.0,84.564021,0.0,93.539683,84.857143,75.295238,0.002273,0.002273,0.002273,0.979544,0.002273,0.002273,0.002273,0.002273,0.002273,0.002273
4.0,18012.0,750.0,1000.0,15.0,15.0,234.203333,66.0,202.568889,234.262222,244.982222,0.005883,0.005883,0.005883,0.005884,0.005883,0.005883,0.005883,0.005883,0.005883,0.947052
2.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003572,0.003572,0.003572,0.003572,0.003572,0.003572,0.003572,0.967855,0.003572,0.003572
1.0,18012.0,300.0,550.0,15.0,15.0,106.173333,0.0,84.328889,93.671111,156.6,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05
5.0,18199.0,750.0,1000.0,15.0,15.0,241.452222,0.0,240.906667,236.48,233.422222,0.05,0.050008,0.05,0.05,0.549964,0.050016,0.050006,0.05,0.050006,0.05
11.0,18779.0,0.0,250.0,22.0,15.0,181.408081,1.0,220.951515,196.218182,127.054545,0.127004,0.800261,0.009091,0.009093,0.009092,0.009092,0.009092,0.009091,0.009092,0.009092
1.0,18012.0,300.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05
2.0,18213.0,0.0,250.0,21.0,15.0,121.477778,0.0,115.638095,102.863492,98.073016,0.005,0.005001,0.005001,0.005001,0.005,0.005001,0.954996,0.005001,0.005,0.005
2.0,18824.0,0.0,250.0,15.0,15.0,149.903333,12.0,107.551111,164.982222,72.08,0.004763,0.494999,0.004763,0.004763,0.004763,0.004763,0.004763,0.004763,0.466899,0.004762
1.0,18024.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002083,0.002084,0.002083,0.002084,0.002083,0.981248,0.002084,0.002083,0.002084,0.002084
1.0,18531.0,0.0,250.0,19.0,15.0,210.108772,22.0,208.821053,200.666667,175.947368,0.033342,0.033351,0.03335,0.033342,0.033335,0.033354,0.69986,0.033366,0.033339,0.033361
1.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003572,0.003572,0.003572,0.003572,0.003572,0.003572,0.003572,0.967855,0.003572,0.003572
1.0,18025.0,250.0,500.0,15.0,15.0,137.56,27.0,78.693333,93.04,131.862222,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2.0,18278.0,750.0,1000.0,15.0,15.0,83.15,0.0,87.786667,52.546667,81.755556,0.002174,0.002174,0.980433,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174,0.002174
8.0,18262.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.050001,0.05,0.05,0.549995,0.05,0.050004,0.05,0.05,0.05
2.0,18214.0,250.0,250.0,15.0,15.0,130.683333,0.0,4.297778,161.786667,101.648889,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.7,0.033333
1.0,18012.0,250.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025003,0.025001,0.025002,0.025006,0.025,0.025,0.774988,0.025,0.025,0.025
1.0,18039.0,350.0,600.0,20.0,15.0,124.1175,0.0,59.563333,166.42,142.813333,0.005884,0.84971,0.005883,0.103223,0.005883,0.005883,0.005885,0.005883,0.005883,0.005883
1.0,18024.0,0.0,250.0,14.0,15.0,164.384524,31.0,217.87619,127.952381,56.890476,0.002083,0.002084,0.002083,0.002084,0.002083,0.981248,0.002084,0.002083,0.002084,0.002084
1.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003572,0.003572,0.003572,0.003572,0.003572,0.003572,0.003572,0.967855,0.003572,0.003572
3.0,18416.0,0.0,250.0,19.0,15.0,167.083333,30.0,116.319298,148.010526,149.003509,0.025,0.025,0.025,0.025001,0.025,0.025,0.025,0.025,0.774996,0.025003
1.0,18072.0,0.0,250.0,15.0,15.0,154.872222,0.0,158.866667,159.84,168.848889,0.010007,0.909983,0.010001,0.010001,0.01,0.010001,0.01,0.010002,0.010002,0.010003
1.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003846,0.003846,0.003847,0.003846,0.003846,0.003846,0.003846,0.965382,0.003846,0.003846
66.0,18604.0,350.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113827,0.881703,0.000559,0.000559,0.000559,0.000559,0.000559,0.000559,0.000559,0.000559
2.0,18030.0,0.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007693,0.517715,0.007693,0.154973,0.273457,0.007695,0.007694,0.007693,0.007693,0.007694
1.0,18012.0,250.0,500.0,15.0,15.0,130.402222,0.0,154.568889,142.448889,139.311111,0.968962,0.003449,0.003449,0.003449,0.003448,0.003449,0.003448,0.003449,0.003449,0.003449
1.0,18012.0,750.0,1000.0,15.0,15.0,116.838889,0.0,122.44,109.48,93.951111,0.003846,0.003846,0.003847,0.003846,0.003846,0.003846,0.003846,0.965382,0.003846,0.003846
1.0,18012.0,300.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05
12.0,18844.0,0.0,250.0,15.0,15.0,218.454444,0.0,209.88,211.382222,197.555556,0.0025,0.977495,0.0025,0.002501,0.002501,0.002501,0.0025,0.0025,0.002501,0.002501
2.0,18247.0,750.0,1000.0,15.0,15.0,126.94,9.0,115.288889,70.991111,66.48,0.002565,0.562754,0.002565,0.002565,0.071709,0.002564,0.080772,0.002565,0.076218,0.195722
3.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003448,0.003449,0.003449,0.003448,0.003448,0.003448,0.003448,0.968963,0.003448,0.003449
1.0,18012.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007144,0.007144,0.007144,0.007144,0.007144,0.935706,0.007144,0.007145,0.007143,0.007143
1.0,18234.0,500.0,750.0,15.0,15.0,140.445926,0.0,131.417778,165.017778,124.902222,0.001852,0.001852,0.001852,0.983332,0.001852,0.001852,0.001852,0.001852,0.001852,0.001852
1.0,18012.0,750.0,1000.0,15.0,15.0,41.807778,0.0,63.524444,45.4,36.862222,0.003226,0.003226,0.003226,0.003226,0.003226,0.003226,0.003226,0.970966,0.003226,0.003226
2.0,18073.0,500.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004349,0.880582,0.004348,0.004348,0.004348,0.004348,0.004348,0.004348,0.084632,0.004349
1.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125,0.971873,0.003125,0.003125
3.0,18012.0,250.0,500.0,11.0,15.0,79.706061,0.0,107.612121,81.478788,80.012121,0.001613,0.284146,0.001613,0.430699,0.001613,0.001613,0.001613,0.001613,0.273863,0.001613
3.0,18811.0,750.0,1000.0,15.0,15.0,154.057778,19.0,66.608889,131.528889,163.093333,0.008334,0.008336,0.008334,0.924991,0.008334,0.008334,0.008334,0.008334,0.008336,0.008334
1.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003846,0.003846,0.003847,0.003846,0.003846,0.003846,0.003846,0.965382,0.003846,0.003846
1.0,18593.0,750.0,1000.0,15.0,15.0,204.265556,85.0,197.968889,223.897778,140.195556,0.002041,0.98163,0.002041,0.002041,0.002041,0.002041,0.002041,0.002041,0.002041,0.002041
1.0,18012.0,300.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05
1.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003572,0.003572,0.003572,0.003572,0.003572,0.003572,0.003572,0.967855,0.003572,0.003572
2.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003125,0.003125,0.003126,0.003125,0.003125,0.003125,0.003125,0.971873,0.003125,0.003125
1.0,18012.0,750.0,1000.0,15.0,15.0,83.794444,0.0,70.626667,90.457778,66.142222,0.003846,0.003846,0.003847,0.003846,0.003846,0.003846,0.003846,0.965382,0.003846,0.003846
1.0,18213.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005263,0.005264,0.005263,0.005263,0.005265,0.005264,0.952625,0.005263,0.005264,0.005263
1.0,18214.0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.887499,0.012501
1.0,18113.0,100.0,350.0,12.0,15.0,51.618056,0.0,80.844444,53.011111,24.927778,0.005263,0.865841,0.005264,0.005264,0.005266,0.005265,0.005265,0.092044,0.005264,0.005264
1.0,18214.0,250.0,250.0,15.0,15.0,127.197778,0.0,14.484444,145.608889,93.697778,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05
3.0,18649.0,0.0,250.0,21.0,17.0,67.97409,0.0,7.229692,3.501401,6.165266,0.010003,0.909977,0.010004,0.010002,0.010002,0.010003,0.010003,0.010001,0.010005,0.010001
2.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003226,0.003226,0.003226,0.003226,0.003226,0.003226,0.003226,0.970966,0.003226,0.003226
2.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003572,0.003572,0.003572,0.003572,0.003572,0.003572,0.003572,0.967855,0.003572,0.003572
5.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003846,0.003846,0.003847,0.003846,0.003846,0.003846,0.003846,0.965382,0.003846,0.003846
1.0,18012.0,300.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05
2.0,18148.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.004001,0.004,0.826307,0.004,0.004,0.004,0.004,0.004,0.14169
1.0,18705.0,0.0,250.0,15.0,15.0,113.767407,0.0,147.524444,150.644444,43.133333,0.012501,0.887484,0.0125,0.012503,0.012502,0.012501,0.012504,0.0125,0.012504,0.012501
1.0,18406.0,300.0,550.0,10.0,15.0,133.966667,15.0,125.32,119.186667,50.733333,0.774988,0.025003,0.025001,0.025002,0.025001,0.025,0.025001,0.025002,0.025002,0.025
24.0,18536.0,250.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2.0,18012.0,250.0,500.0,15.0,15.0,74.544444,0.0,13.635556,10.791111,18.751111,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05
3.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003031,0.003031,0.003031,0.00303,0.00303,0.00303,0.00303,0.972725,0.00303,0.003031
3.0,18805.0,0.0,250.0,15.0,15.0,145.613333,2.0,97.64,176.697778,162.502222,0.005883,0.243922,0.005884,0.397625,0.084865,0.005883,0.005883,0.238287,0.005884,0.005883
2.0,18593.0,750.0,1000.0,15.0,15.0,107.313333,0.0,63.191111,59.355556,51.706667,0.005883,0.947049,0.005884,0.005884,0.005884,0.005883,0.005883,0.005885,0.005883,0.005883
3.0,18234.0,500.0,750.0,15.0,15.0,94.478519,0.0,76.493333,116.546667,90.395556,0.001852,0.001852,0.001852,0.983332,0.001852,0.001852,0.001852,0.001852,0.001852,0.001852
2.0,18012.0,750.0,1000.0,15.0,15.0,42.743333,0.0,55.453333,40.968889,23.973333,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125,0.971873,0.003125,0.003125
1.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125,0.971873,0.003125,0.003125
1.0,18234.0,500.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001852,0.001852,0.001852,0.983332,0.001852,0.001852,0.001852,0.001852,0.001852,0.001852
3.0,18655.0,250.0,500.0,21.0,15.0,112.077249,0.0,128.24127,128.409524,79.580952,0.002273,0.002273,0.002273,0.979544,0.002273,0.002273,0.002273,0.002273,0.002273,0.002273
1.0,18012.0,750.0,1000.0,15.0,15.0,79.83,0.0,81.835556,90.875556,24.2,0.003126,0.003126,0.003126,0.003125,0.003125,0.003125,0.003125,0.971868,0.003127,0.003125
3.0,18012.0,250.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001588,0.902819,0.001588,0.001588,0.001588,0.08448,0.001588,0.001587,0.001588,0.001588
2.0,18658.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003126,0.812873,0.003126,0.091804,0.003125,0.003125,0.003125,0.003127,0.003126,0.073442
1.0,18499.0,0.0,250.0,26.0,15.0,94.301282,0.0,106.238462,85.648718,74.848718,0.001667,0.849949,0.001667,0.001667,0.001667,0.001667,0.136715,0.001667,0.001667,0.001667
2.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125,0.971873,0.003125,0.003125
1.0,18213.0,0.0,250.0,20.0,15.0,134.520833,0.0,127.103333,108.47,131.693333,0.005264,0.005264,0.005265,0.005263,0.005264,0.209473,0.748415,0.005266,0.005264,0.005264
1.0,18012.0,250.0,500.0,15.0,15.0,133.368889,1.0,52.804444,105.586667,131.062222,0.009092,0.009093,0.009095,0.009094,0.009095,0.009091,0.009093,0.009092,0.918163,0.009091
2.0,18297.0,0.0,250.0,10.0,15.0,118.215,19.0,78.286667,72.106667,67.466667,0.002,0.936843,0.002,0.002,0.002,0.002,0.02462,0.002001,0.024535,0.002
2.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003572,0.003572,0.003572,0.003572,0.003572,0.003572,0.003572,0.967855,0.003572,0.003572
22.0,18536.0,250.0,500.0,19.0,15.0,202.384211,106.0,189.982456,184.101754,180.452632,0.033337,0.033341,0.033338,0.699957,0.033337,0.03334,0.033339,0.033333,0.033341,0.033338
1.0,18072.0,0.0,250.0,15.0,15.0,128.657778,0.0,48.702222,110.711111,236.782222,0.001923,0.001923,0.001923,0.001923,0.001923,0.98269,0.001923,0.001923,0.001923,0.001923
1.0,18520.0,0.0,0.0,14.0,15.0,88.671429,17.0,29.971429,30.728571,42.019048,0.009091,0.009092,0.009091,0.009092,0.009092,0.009092,0.009092,0.009092,0.009092,0.918173
3.0,18012.0,750.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125,0.971873,0.003125,0.003125
1.0,18012.0,750.0,1000.0,15.0,15.0,232.678889,66.0,198.968889,232.684444,244.062222,0.005883,0.005883,0.005883,0.005884,0.005883,0.005883,0.005883,0.005883,0.005883,0.947052
