id,X.sales,cdate,description,version,symbol,ext,fee1,fee2,total
4769fef13839d4f744e113fd8594982f,5,2019-04-26,y9uu4 Csin3 giC2q 8gvmY B58A7 F3KFu coELQ 7OFT1 UHWIX WpzN6 wpksz eRY98 RkasV KI8uY WEBsK 77NPo tfB6W FiSYs 77NPo eRY98 Ob6HM EDiBa LmM6m ty9DP 0Fg9S 77NPo 9lg0n hnRKT PZxV5 RkasV KL9v2 OTVyD 0Fg9S,3,SBqi9,.png,750.0,1000.0,1.4
0be949d8bd60bfa9eba3bac4ef64f291,1,2019-04-26,7OhEG IyvRQ QV0kq q64Jx 551YQ iYtBt kbWyC TEboR p6h5k Mg04B 5UCOr iN8qP wpksz 7OhEG Va3Ae,unsupported,La6F6,.png,0.0,250.0,0.024
ac0bbf802e86078d141677ed7889c6aa,4,2019-04-26,y9uu4 Csin3 giC2q 8gvmY B58A7 F3KFu coELQ 7OFT1 UHWIX WpzN6 wpksz eRY98 RkasV KI8uY WEBsK 77NPo tfB6W FiSYs 77NPo eRY98 Ob6HM EDiBa LmM6m ty9DP 0Fg9S l76dA RkasV dHoYA RkasV KL9v2 OTVyD 0Fg9S,4,SBqi9,.png,750.0,1000.0,2.7
18c1f08092ded5c9376942d3fbc07617,4,2021-07-27,hkrku EDiBa mhvEW 4UUuE giC2q sTrao RkasV wpNzR mhvEW 7Q0Gc kbWyC 77NPo XcSD0,3,Fg8oo,.png,400.0,650.0,1.5
081f3caee521a31f5b155fdb466c98c5,3,2019-04-26,UHWIX Csin3 giC2q uSw1I B58A7 F3KFu coELQ 7OFT1 UHWIX WpzN6 wpksz bpqmM RkasV KI8uY WEBsK 77NPo tfB6W FiSYs 77NPo bpqmM Ob6HM EDiBa LmM6m ty9DP 0Fg9S BuHNs,3,71xGC,.png,750.0,1000.0,0.139
4a51ee25b10bed48e67c1e2ac1e46d1d,1,2019-06-26,q64Jx S4goe Dgqwf 7FGGd denGI czs0o guVrz 77NPo QlTru rZSxW 4quDN CV8lU godH9 pcz2p jSXOd Dgqwf 7FGGd jlezo RkasV CV8lU godH9 77NPo denGI H4mSf,3,mnN91,.png,500.0,750.0,1.5
480e59cb2806ce91ff94b361f7328f57,1,2019-04-26,UHWIX Csin3 giC2q uSw1I B58A7 F3KFu coELQ 7OFT1 UHWIX WpzN6 wpksz bpqmM RkasV KI8uY WEBsK 77NPo tfB6W FiSYs 77NPo bpqmM Ob6HM EDiBa LmM6m ty9DP 0Fg9S rBGr7 iZdvc,3,71xGC,.png,750.0,1000.0,0.2
cf4b0031637b31acf42e27792f125821,2,2019-04-26,q64Jx F7Z1G qMt3c 2CWzY INdLW l3NvE INl4n G2Oa9 EDiBa fAoV7 INdLW l3NvE RkasV l3NvE OnvUs STvTX Lz6SG jmhBB s2iyP Jw29a 2Dan5 77NPo 7o9Kk WEBsK lIMkZ DONDS,3,Jt2xJ,.png,250.0,500.0,0.015
97cd468e3733f515d709708d57eecf06,1,2019-04-26,,3,y1imm,.png,300.0,550.0,0.066
5e97e6073fb8727f4c4fddaab6487ea5,3,2019-12-04,q64Jx 9CeLX 0Fg9S q64Jx gKQe0 jtIhb EDiBa votlz osgcp WEBsK 77NPo t6nVs iYJuB pgGl6 FpslB s2iyP nd9lM godH9 ryrPH 415Dz kbWyC M230U EDiBa ASSTL GQ5CT DT05T q64Jx 9CeLX GQ5CT yLerk yg3kj BLquC godH9 aWWOw 0aD8u BkQOS FgYtr RkasV BAOge pVIy5 9CeLX 0Fg9S q64Jx giC2q LfIjN QIpLx S9cbv kbWyC 77NPo FOjvD Mg04B XcSD0 eL1og,3,,.jpg,500.0,750.0,0.135
85f909f751249efbc329469fde829eee,2,2019-04-26,UHWIX Csin3 giC2q uSw1I B58A7 F3KFu coELQ 7OFT1 UHWIX WpzN6 wpksz bpqmM RkasV KI8uY WEBsK 77NPo tfB6W FiSYs 77NPo bpqmM Ob6HM EDiBa LmM6m ty9DP 0Fg9S Pk0j9 UFkFs,3,71xGC,.png,750.0,1000.0,0.9
ffb1bed878875b62872d84ee9abdd122,1,2019-05-08,bFtWQ p6h5k QgV2N UFmwP ZuHOA 77NPo VGPRq sgUNo godH9 NrEko wpksz ACtmp CqyA4 pgGl6 sgUNo GQ5CT yLerk hdTjl godH9 VTHLH q64Jx qBJm1 kxPX1 qhTc0 b1cZb GYGlh Z34th mSGTR DqSik whUvC uSw1I atxKM n0VfM Edi9i mSGTR DqSik JOq6Q uSw1I WEBsK B1bC8 RkasV 4Dr9D mSGTR DqSik AR9xO uSw1I WEBsK B1bC8,3,QgV2N,.png,0.0,250.0,0.84
9676b2336ae3f210e3bf25b2f35699fb,2,2019-04-26,y9uu4 Csin3 giC2q 8gvmY B58A7 F3KFu coELQ 7OFT1 UHWIX WpzN6 wpksz eRY98 RkasV KI8uY WEBsK 77NPo tfB6W FiSYs 77NPo eRY98 Ob6HM EDiBa LmM6m ty9DP 0Fg9S At3cq 6RXql RkasV KL9v2 OTVyD 0Fg9S,3,SBqi9,.png,750.0,1000.0,0.068
1d3e1854e76101ef4af6f0abf64ce671,2,2020-01-01,WEBsK AGKRs EDiBa XJBCj HDzzD LmM6m 0Fg9S q64Jx fzjya EDiBa 475Bc LuQzo 0BeTE BkQOS whUvC pxgkM iyDRE,,,.gif,0.0,250.0,0.4
846f33f33286b62b09490e72e7cbcf91,1,2020-05-24,zlWkP EDiBa i8u0K,3,,.png,300.0,550.0,0.38
7dd5e778f335ad7cedc6a2239c580436,2,2019-04-26,y9uu4 Csin3 giC2q 8gvmY B58A7 F3KFu coELQ 7OFT1 UHWIX WpzN6 wpksz eRY98 RkasV KI8uY WEBsK 77NPo tfB6W FiSYs 77NPo eRY98 Ob6HM EDiBa LmM6m ty9DP 0Fg9S sqGZa BMzq2 RkasV KL9v2 OTVyD 0Fg9S fldRn,3,SBqi9,.png,750.0,1000.0,0.2
43078650d984f509c4ba50d54195e97f,1,2019-04-26,,3,y1imm,.png,300.0,550.0,0.015
8d00b064d25800bb6503853cb5fd64c3,3,2019-04-26,y9uu4 Csin3 giC2q 8gvmY B58A7 F3KFu coELQ 7OFT1 UHWIX WpzN6 wpksz eRY98 RkasV KI8uY WEBsK 77NPo tfB6W FiSYs 77NPo eRY98 Ob6HM EDiBa LmM6m ty9DP 0Fg9S sqGZa 70MVD RkasV KL9v2 OTVyD 0Fg9S,3,SBqi9,.png,750.0,1000.0,0.08
5bcafd79412fef5e704b1bcf85a4b324,3,2019-04-26,y9uu4 Csin3 giC2q 8gvmY B58A7 F3KFu coELQ 7OFT1 UHWIX WpzN6 wpksz eRY98 RkasV KI8uY WEBsK 77NPo tfB6W FiSYs 77NPo eRY98 Ob6HM EDiBa LmM6m ty9DP 0Fg9S At3cq 799kk RkasV KL9v2 OTVyD 0Fg9S lryQS 799kk,3,SBqi9,.png,750.0,1000.0,0.12
3d025a6800922a8e7bac6a83441a1bf6,2,2019-04-26,y9uu4 Csin3 giC2q 8gvmY B58A7 F3KFu coELQ 7OFT1 UHWIX WpzN6 wpksz eRY98 RkasV KI8uY WEBsK 77NPo tfB6W FiSYs 77NPo eRY98 Ob6HM EDiBa LmM6m ty9DP 0Fg9S 5xbmQ Kdubo RkasV KL9v2 OTVyD 0Fg9S,3,SBqi9,.png,750.0,1000.0,0.189
40493515fe3b9400bfbf93dfaa8125c7,1,2020-05-24,zlWkP EDiBa i8u0K,3,,.png,300.0,550.0,0.2
3a075974164ae19f07deded82132f4bf,1,2019-04-26,iVMZd mYiAi DKEfy at54D IuxT8 gHlrW,3,3TC3n,.png,250.0,500.0,0.008
e3f127da90423b2ef4c100eeb75aaa36,1,2020-01-01,pwk0L hrAuK 0aD8u,None,,.png,0.0,250.0,45.0
c2a100d958411b111a274c79565f97c4,3,2019-12-04,q64Jx 9CeLX 0Fg9S q64Jx gKQe0 jtIhb EDiBa votlz osgcp WEBsK 77NPo t6nVs iYJuB pgGl6 FpslB s2iyP nd9lM godH9 ryrPH 415Dz kbWyC M230U EDiBa ASSTL GQ5CT DT05T q64Jx 9CeLX GQ5CT yLerk yg3kj BLquC godH9 aWWOw 0aD8u BkQOS FgYtr RkasV BAOge pVIy5 9CeLX 0Fg9S q64Jx giC2q LfIjN QIpLx S9cbv kbWyC 77NPo FOjvD Mg04B XcSD0 eL1og,,,.jpg,500.0,750.0,0.4
fea24b73fbdaab175bef9e87ce17ea32,5,2021-01-28,LzVhD lZWso DqSik s2iyP uevd6 GYGlh 2Joz4 DONDS q17BA cCxye HmFy3 q64Jx lZWso xi2QX 77NPo psLiq QIpLx mYiAi 90Qmj 77NPo bKzqQ JEAOt kbWyC q64Jx aTxxw 2Zcro Xw8FQ godH9 wdqVs pgGl6 77NPo XcSD0 q6BeQ pgGl6 77NPo lZWso R1jLP HmFy3 7ekHl 77NPo ACtmp GQ5CT rlsO4 CMOr7,3,UNK2e,.jpg,250.0,500.0,1.0
96b273316f2bf1272f2c3c5fbbe1e9f5,2,2019-04-26,y9uu4 Csin3 giC2q 8gvmY B58A7 F3KFu coELQ 7OFT1 UHWIX WpzN6 wpksz eRY98 RkasV KI8uY WEBsK 77NPo tfB6W FiSYs 77NPo eRY98 Ob6HM EDiBa LmM6m ty9DP 0Fg9S 4xNA8 XRNQ7 RkasV KL9v2 OTVyD 0Fg9S SjWPw,3,SBqi9,.png,750.0,1000.0,0.015
0d015213eb4caa94df4e527395853c71,1,2019-04-26,y9uu4 Csin3 giC2q 8gvmY B58A7 F3KFu coELQ 7OFT1 UHWIX WpzN6 wpksz eRY98 RkasV KI8uY WEBsK 77NPo tfB6W FiSYs 77NPo eRY98 Ob6HM EDiBa LmM6m ty9DP 0Fg9S sqGZa 799kk RkasV KL9v2 OTVyD 0Fg9S,3,SBqi9,.png,750.0,1000.0,0.27
fbcc5d28f77f8ba5c7c2e9a4ed8a8f96,1,2019-04-26,iVMZd mYiAi OOrdA at54D IuxT8 PFIEY,3,3TC3n,.png,250.0,500.0,0.015
c383b9699faec57e54120b5bc50ddd64,1,2019-04-26,y9uu4 Csin3 giC2q 8gvmY B58A7 F3KFu coELQ 7OFT1 UHWIX WpzN6 wpksz eRY98 RkasV KI8uY WEBsK 77NPo tfB6W FiSYs 77NPo eRY98 Ob6HM EDiBa LmM6m ty9DP 0Fg9S lP4xP EDiBa NPe7p QN6TG RkasV KL9v2 OTVyD 0Fg9S,3,SBqi9,.png,750.0,1000.0,0.26
758bb9042619e21553aa37a0c736cff2,2,2019-04-26,UHWIX Csin3 giC2q uSw1I B58A7 F3KFu coELQ 7OFT1 UHWIX WpzN6 wpksz bpqmM RkasV KI8uY WEBsK 77NPo tfB6W FiSYs 77NPo bpqmM Ob6HM EDiBa LmM6m ty9DP 0Fg9S WATNB HwrmL,3,71xGC,.png,750.0,1000.0,1.0
f0cc319d156c7e120b11c4c052d1d681,2,2019-04-26,Pz8nh GbOzi 5oiCZ trwnq WEBsK PjIBt gICft zkK0O F3KFu 77NPo PjIBt BkQOS q64Jx hLwON ryrPH jSK1j RkasV 5oiCZ godH9 ps1ew eRY98 c4HP7 DoVTb xUSKR BC7Jt RkasV dJ2j3 QLJVz,3,CGpsb,.png,750.0,1000.0,2.5
64cf10056764ccf940bac49418ee40c5,3,2019-04-26,UHWIX Csin3 giC2q uSw1I B58A7 F3KFu coELQ 7OFT1 UHWIX WpzN6 wpksz bpqmM RkasV KI8uY WEBsK 77NPo tfB6W FiSYs 77NPo bpqmM Ob6HM EDiBa LmM6m ty9DP 0Fg9S nWheB,3,71xGC,.png,750.0,1000.0,0.013136868
657c26eaa77d829663abea58080a40ff,1,2020-05-24,zlWkP EDiBa i8u0K,4,,.png,300.0,550.0,6.0
3935a282377b69351ba285cee956edf9,1,2019-04-26,y9uu4 Csin3 giC2q 8gvmY B58A7 F3KFu coELQ 7OFT1 UHWIX WpzN6 wpksz eRY98 RkasV KI8uY WEBsK 77NPo tfB6W FiSYs 77NPo eRY98 Ob6HM EDiBa LmM6m ty9DP 0Fg9S At3cq bLGk6 RkasV KL9v2 OTVyD 0Fg9S,3,SBqi9,.png,750.0,1000.0,0.1
4a7d12b865711aa8e74247fb87e650f3,3,2019-04-26,UHWIX Csin3 giC2q uSw1I B58A7 F3KFu coELQ 7OFT1 UHWIX WpzN6 wpksz bpqmM RkasV KI8uY WEBsK 77NPo tfB6W FiSYs 77NPo bpqmM Ob6HM EDiBa LmM6m ty9DP 0Fg9S BTQP6 YJ6I8,3,71xGC,.png,750.0,1000.0,0.2
65dcfbab4fd1fa10802ef9d98e2772f8,1,2019-04-26,y9uu4 Csin3 giC2q 8gvmY B58A7 F3KFu coELQ 7OFT1 UHWIX WpzN6 wpksz eRY98 RkasV KI8uY WEBsK 77NPo tfB6W FiSYs 77NPo eRY98 Ob6HM EDiBa LmM6m ty9DP 0Fg9S 4xNA8 XRNQ7 RkasV KL9v2 OTVyD 0Fg9S,,SBqi9,.png,750.0,1000.0,0.3
b8e046eb33657faeb1141aaf53c84fc5,4,2019-04-26,,3,y1imm,.jpg,300.0,550.0,2.0
60c3ca981cfc727d7b383b406aa6f765,3,2020-11-27,ymqez 0Fg9S q64Jx 3yNZk Y4INL kbWyC O2Jcf RkasV yIGL3 ampnl EDiBa 1G2t1 j70U5 WEBsK 0BbSr gQz3C q64Jx mEo16 EDiBa z6wVL jH4UE 77NPo xH0NC Csin3 uHQL5 tPc2s Uf1az 0csKX RkasV JQCy9 z5t1I 77NPo qC6rp PU7vP J3pU7 tPc2s pVIy5 7GEwk jqCyk 77NPo P9qJ6 atxKM UE3sa HnoOn kbWyC 77NPo LGdBX fUW9Z 77NPo 1G2t1 KEvcO Xpi2f eo19t atxKM zKsv8 bGIsw godH9 XGfSk mFiKx m4cce OxV9O,3,w8o1y,.png,750.0,1000.0,0.07
f9827c54f1d94dfdac11e70154145f9a,2,2019-04-26,UHWIX Csin3 giC2q uSw1I B58A7 F3KFu coELQ 7OFT1 UHWIX WpzN6 wpksz bpqmM RkasV KI8uY WEBsK 77NPo tfB6W FiSYs 77NPo bpqmM Ob6HM EDiBa LmM6m ty9DP 0Fg9S e3a7j,3,71xGC,.png,750.0,1000.0,0.035
5f87e06b58ddfef5bcc95f69f47ad026,1,2019-04-26,y9uu4 Csin3 giC2q 8gvmY B58A7 F3KFu coELQ 7OFT1 UHWIX WpzN6 wpksz eRY98 RkasV KI8uY WEBsK 77NPo tfB6W FiSYs 77NPo eRY98 Ob6HM EDiBa LmM6m ty9DP 0Fg9S At3cq PZxV5 RkasV KL9v2 OTVyD 0Fg9S GfsfJ O5egN,3,SBqi9,.png,750.0,1000.0,0.133
1942012b1178a7f20af18c9e6bdae5ba,1,2019-04-26,,3,y1imm,.png,300.0,550.0,0.01
274141fde85b3b9e323681984beb503d,1,2019-04-26,8UBux ANGbn sWgC8 LJhgL fEwci O5egN Czcsz XC8PV ZSnOV godH9 F4AqC y41ju R1jLP t8fbW godH9 hdTjl q64Jx Hci4b EDiBa wp53H mSGTR LmM6m kPQhp godH9 yg3kj oZ474,1,pEPdn,.png,0.0,250.0,0.0246
aa9357f469b44114e6083e71f56adda8,2,2021-01-28,LzVhD lZWso DqSik s2iyP uevd6 GYGlh 2Joz4 DONDS q17BA cCxye HmFy3 q64Jx lZWso xi2QX 77NPo psLiq QIpLx mYiAi 90Qmj 77NPo bKzqQ JEAOt kbWyC q64Jx aTxxw 2Zcro Xw8FQ godH9 wdqVs pgGl6 77NPo XcSD0 q6BeQ pgGl6 77NPo lZWso R1jLP HmFy3 7ekHl 77NPo ACtmp GQ5CT rlsO4 jw0HZ,3,UNK2e,.jpg,250.0,500.0,1.1
a881503588f49a21c8e2f1a31e235f68,4,2019-04-26,uqc3b GbOzi kbWyC yNl4y qBMA2 F3KFu 77NPo PjIBt BkQOS q64Jx P7B93 ryrPH jSK1j uRkGl 0Fg9S GYGlh P7B93 2bNLa,3,CGpsb,.png,750.0,1000.0,1.6
950204a7bde831a0282b702c2f728a9b,2,2019-04-26,UHWIX Csin3 giC2q uSw1I B58A7 F3KFu coELQ 7OFT1 UHWIX WpzN6 wpksz bpqmM RkasV KI8uY WEBsK 77NPo tfB6W FiSYs 77NPo bpqmM Ob6HM EDiBa LmM6m ty9DP 0Fg9S UV5Ec OQsrA,3,71xGC,.png,750.0,1000.0,0.7
5dfdcb3ca487932d3fddc2fa748f7c25,1,2019-04-26,,3,y1imm,.png,300.0,550.0,0.14
a0b5d80db1b306311aa6fc4e28f473ba,5,2019-10-30,yilfZ vE1Jl GbptZ fm34L,None,jleou,.gif,750.0,1000.0,0.0012
ee3427b601db8521a86bc2d410b4e665,11,2021-06-01,bf2pk IvI2r uHQL5 tPc2s q64Jx PsufX H4mSf EDiBa RIY6E kbWyC q64Jx w6Cup Ylpr1,None,22GDK,.jpg,0.0,250.0,0.03
a2476faae2dc003858d938c716e28b9f,1,2019-04-26,,3,y1imm,.png,300.0,550.0,0.054718213
a1bbf9ce0df2c546526fde1d41dbcbf4,2,2019-11-13,tShBS p6h5k W6pBo ZGHev 9lg0n bp5G7 g68IL jdObQ godH9 FB87N 77NPo tShBS mNdLo UIv14 mSGTR LmM6m gC1Bn Z2pW9 MKJKS cTJIf pJ8Sw 4BMqe qgPzr 5A8SK iOHfe cVqHY,3,jleou,.png,0.0,250.0,0.004
3c9c40f71fee11c903acb15ef7d3d813,2,2021-07-16,77NPo yqdOd vXMHg 0veXr 77NPo nGcBx atxKM dxDFi RkasV 0aD8u 77NPo 1ca3J oqQkz K4B6l vJgCc 5UR6B fm34L c0bW8 q64Jx NvvSb 2Zcro LmM6m Xn2Il 5UR6B,None,22GDK,.gif,0.0,250.0,0.18
3bd5d8153821bd2f15b82980f00562ce,1,2019-05-08,VarjI p6h5k QgV2N UFmwP ZuHOA 77NPo VGPRq sgUNo godH9 NrEko wpksz ACtmp CqyA4 pgGl6 sgUNo GQ5CT yLerk hdTjl godH9 VTHLH q64Jx qBJm1 kxPX1 qhTc0 b1cZb GYGlh Z34th mSGTR DqSik whUvC uSw1I atxKM n0VfM Edi9i mSGTR DqSik JOq6Q uSw1I WEBsK B1bC8 RkasV 4Dr9D mSGTR DqSik AR9xO uSw1I WEBsK B1bC8,4,QgV2N,.png,0.0,250.0,3.2
bcaf5de68927ebd72102d805b0b04725,1,2020-09-26,kOEX6 MyRh5 QV0kq WEBsK UVH34 vADFA,3,L5gFz,.png,0.0,250.0,0.015
656930e3d6f3549c9dd491133673365c,1,2019-04-26,UHWIX Csin3 giC2q uSw1I B58A7 F3KFu coELQ 7OFT1 UHWIX WpzN6 wpksz bpqmM RkasV KI8uY WEBsK 77NPo tfB6W FiSYs 77NPo bpqmM Ob6HM EDiBa LmM6m ty9DP 0Fg9S UV5Ec OQsrA,3,71xGC,.png,750.0,1000.0,0.7
054f9c0b350a0efd5d78739ce18bebfc,1,2019-05-09,5a0Td tFADP,3,3YPkM,.png,250.0,500.0,0.11
498b17ff7a2dc1334032045964489b14,2,2020-01-17,TI2xq Csin3 giC2q 0MaQU B58A7 F3KFu sqGZa 116Av UHWIX WpzN6 wpksz pLQe4 RkasV KI8uY WEBsK 77NPo Knvz1 hkrku 77NPo pLQe4 Ob6HM EDiBa LmM6m ty9DP 0Fg9S rgbzi q0IGn GQ5CT s2iyP dI9wc LmM6m Us01f GQ5CT mi3Lx 0aD8u godH9 77NPo 60Woe F3KFu BAOge pLQe4 pybgV wOnRf 60Woe mi3Lx,3,,.png,750.0,1000.0,0.098
7b76bb7aa5a143e812c1f2f252191da0,8,2020-01-01,2BW8b,None,,.jpg,0.0,250.0,1e-07
9abc6223bb6737a7c74ff5f0295d90b1,2,2019-11-14,LajEC ayAhk Jled3,3,,.png,250.0,250.0,20.0
7c804204f7b65b6074c494593a3261f4,1,2019-04-26,W5skz XcSD0 mYiAi bFXvw,3,eZAWz,.png,250.0,500.0,0.0054
